DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"COMP","COMP","Student Population","Mon Wed Fri","Student.Courses","Course Schedule Analysis","CSV Report","Registered Students Schedule Report","N",,"N"
"COMP","COMP","Student Population","Not Tue Thu","Student.Courses","Course Schedule Analysis","CSV Report","Registered Students Schedule Report","N",,"N"
"COMP","COMP","Student Population","Tue Thu","Student.Courses","Course Schedule Analysis","CSV Report","Registered Students Schedule Report","N",,"N"
"COMP","COMP","Attendance Monitoring Reports","Attendance Monitoring by Term","Student.Attendance","Student Attendance Analysis","CSV Report","Attendance Monitoring Report - N for All Periods","N",,"N"
"COMP","COMP","Graduate Students","Current G Students with prior RSC Degree","Financial Aid.Academic Progress","Earned Credits Analysis","CSV Report","Current Graduate Students - Prior Degree Report","N","Returns all registered, matriculated graduate students that have completed a degree from Stockton prior to Spring 2007.","N"
"COMP","COMP","NEW ADMIT REPORTS","Continuing Studies Admits","Student.Registration","Course Enrollment Status Analysis","CSV Report","Continuing Studies Admits Report","N","Returns all continuing studies students, based on the selected parameters.","N"
"INSTR","COMP","WMST Review Course Basis","Courses","Student.Registration","Course Enrollment Archive","CSV Report","Point-in-Time Enrollment Report","N",,"N"
"INSTR","COMP","Student Demo and Crse Info","Registration Data with Withdrawls","Student.Registration","Course Enrollment Status Analysis","CSV Report","Registered Students with Course Info Report","N","Returns detailed course history information for registered students, based on the selected parameters.","N"
"INSTR","FURGION1","Q_Term Student Courses for Stud_Id","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Final Grades Report - by ID","N",,"N"
"INSTR","FURGION1","Q_Term Student Courses","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Final Grades Report - with GPA Hours and Major","N",,"N"
"INSTR","COMP","Dropped After Census","New Freshmen","Student.Registration","Course Enrollment Status Analysis","CSV Report","Dropped After Census Report","N",,"N"
"INSTR","COMP","Dropped After Census","Not New Freshmen","Student.Registration","Course Enrollment Status Analysis","CSV Report","Dropped After Census Report","N",,"N"
"SATURN","COMP","AR Registration Payment","Cancelation List","Student.Registration","Course Enrollment Status Analysis","CSV Report","Cancellation List Report","N","Returns all students with a SFBETRM_AR_IND of 'N', based on the selected parameters.","N"
"SATURN","LOSASSOJ","Atlantic City Campus","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","ACC Campus Report","N","Returns all students enrolled in classes with a campus code of 'ACC', based on the selected parameters.","N"
"SATURN","LOSASSOJ","Audit Withdraw Report","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Transfers Dropped Courses Report","N","Returns all students with a student type of 'T' that have dropped courses, based on the selected parameters.","N"
"SATURN","COMP","CENSUS TEMPLATE 2010","SECTION_CREDITS","Student.Registration","Course Enrollment Status Analysis","CSV Report","Section Credits Report","N",,"N"
"SATURN","COMP","Final Grades in a Term","By Term","Student.Registration","Course Enrollment Status Analysis","CSV Report","Final Grades Report - by Last Name","N",,"N"
"SATURN","DIEMERK","Military Reporting Solomon Amendment with Age","Military Reporting Solomon Amendment","Student.Registration","Course Enrollment Status Analysis","CSV Report","Military Solomon Amendment Report","N","Returns all registered students for Solomon Amendment reporting, based on the selected parameters.","N"
"SATURN","LOSASSOJ","OPRA Request","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","OPRA Request Report","N","Returns all enrolled students for Open Public Records Act reporting, based on the selected parameters.
","N"
"SATURN","COMP","Part Time Dean's List","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Dean's List - Part Time Student Report","N","Returns all part-time, matriculated students with a level GPA >= 3.5.","N"
"SATURN","LOSASSOJ","Preferred Name","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Preferred Name Report","N","Returns all students who have a preferred name that is not null, based on the selected parameters.","N"
"SATURN","LOSASSOJ","Student Development Addresses","Sheet 1","Student.Registration","Course Enrollment Status Analysis - with Address Info","CSV Report","Addresses Report","N","Returns student addresses based on the selected parameters.","N"
"SATURN","LOSASSOJ","Students with 120 or more credits no degree","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","128+ Credits with No Degree Report","N",,"N"
"SATURN","LOSASSOJ","U Students Enrolled in G Courses","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","U Students Enrolled in G Courses Report","N","Returns all registered undergraduate students that are enrolled in graduate-level courses, based on the selected parameters.","N"
"SATURN","COMP","W Grades","Withdrawn Courses","Student.Registration","Course Enrollment Status Analysis","CSV Report","W Grades Report","N","Returns all students with a grade code like 'W', based on the selected parameters.","N"
"SATURN","LOSASSOJ","Withdraw Report","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Transfers Dropped Courses Report","N","Returns all students with a student type of 'T' that have dropped courses, based on the selected parameters.","N"
"SATURN","DIEMERK","Yearbook Report","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Yearbook Pictures Report","N","Returns all registered senior students, based on the selected parameters.","N"
,,,,"Student.Registration","Course Enrollment Status Analysis","CSV Report","New Registered Students Report","N","For Bob Heinrich, schedule with daily update on new student registrations.","N"
,,,,"Student.Registration","Course Enrollment Status Analysis","CSV Report","Pinelands - 30th Annual Report","N",,"N"
,,,,"Student.Registration","Course Enrollment Status Analysis","CSV Report","Registered Students with Withdraws with Course Info Report","N","Returns detailed course history information for registered or withdrawn students, based on the selected parameters.","N"
,,,,"Student.Registration","Course Enrollment Status Analysis","CSV Report","Withdrawn Students Report","N","Returns all students who withdrew from a course, based on the selected parameters.","N"
,,,,"Student.Registration","Course Enrollment Status Analysis","CSV Report","Writing Minor Recruitment Report","N","Per Judith Copeland, all students who took one of the following courses during or after Fall 2016: COMM3311, GAH3213, GAH3611, GAH3654, GAH3146, GIS3307, GIS4662, HLTH3411, LITT3270, LITT3635, LITT3636, or MGMT3015.","N"
"COMP","COMP","Attendance Monitoring Reports","Attendance Monitoring by Term all Periods","Student.Attendance","Student Attendance Analysis","CSV Report","Attendance Monitoring Report","N",,"N"
"COMP","COMP","Outstanding Grades","OSR5014 - All by Faculty","Student.Registration","Course Enrollment Status Analysis","CSV Report","Missing Grades Report","N",,"N"
"COMP","COMP","Outstanding Grades","OSR5015 - All by Student","Student.Registration","Course Enrollment Status Analysis","CSV Report","Missing Grades Report","N",,"N"
"INSTR","FURGION1","Q_Student Demo by Student ID Term Optional","Registration Data Grouped","Student.Registration","Course Enrollment Status Analysis","CSV Report","Registered Students with Withdraws with Course Info Report with Grades","N",,"N"
"SATURN","LOSASSOJ","Parking Modules","Sheet 1","Student.Parking","Course Parking Analysis","CSV Report","Parking Modules Report","N","Returns enrollment and meeting information for courses, based on the selected parameters.","N"
"PAYROLL","COMP","Budget - FICA Max Reached for a Calendar Year","FICA Max Reached","Budget.HR Budget Reports.HR Budget Administrative Reports","CYTD FICA Max Report","CSV Report","FICA Max Report","N","Employees who met FICA Max in Cal Year","N"
"COMP","COMP","Dual Credit High School - Real Time","Class List with Grades","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","Class List w/ Grades Report","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","Course Info with Instructor","Student.Courses","Course Catalog Analysis","CSV Report","Courses Offered Report - DCHS","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","DCHS Application Date","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","Crosstab","DCHS - Incorrect Application Dates","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","DCHS Students Total Number of Credits","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","DCHS Students Total Credits Report","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","Dual Credit HS Students","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","DCHS Students Report","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","Dual Credit HS Students All Statuses","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","DCHS Students All Statuses Report","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","Dual Credit HS Students Inactive, Dropped","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","DCHS Students Report","N",,"N"
"INSTR","FURGION1","Q_Dual Credit HS Activity","DCHS Courses & Grades","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","Class List w/ Final Grades Report","N",,"N"
"INSTR","FURGION1","Q_Dual Credit HS Activity","DCHS Distinct Enrollments by Term","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","Term Enrollment Summary Report","N",,"N"
"INSTR","FURGION1","Q_Dual Credit HS Activity","DCHS Enrollments by Term","Student.Dual-Credit High School (DCHS)","DCHS Student Analysis","CSV Report","Enrollment Summary Report","N",,"N"
"TAISMGR","COMP","Charges","Sheet 1","Bursar","Transaction Analysis","CSV Report","DPT Charges Report","N",,"N"
"FAISMGR","MARTORAN","DL Status_R","Sheet 1","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Direct Loan Status Report","N",,"N"
"FAISMGR","MARTORAN","DL Status_Rej","Sheet 1","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Direct Loan Status Report","N",,"N"
"FAISMGR","MARTORAN","Missing PLUS MPN","Sheet 1","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Missing MPN Report","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","Enrolled Students BY FUND -TABLE","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Accepted Awards Report","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","Enrolled Students BY FUND -single row per student","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","LOANS-Accept <> Paid  Spring -TABLE","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Accepted, Unpaid Awards Report","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","LOANS-Accept <> Paid Fall -TABLE","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Accepted, Unpaid Awards Report","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","LOANS-Accept <> Paid  Spring","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted, Unpaid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","LOANS-Accept <> Paid  Spring PLUS","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted, Unpaid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","LOANS-Accept <> Paid Fall","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted, Unpaid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Nancy-Loan reports","LOANS-Accept <> Paid Fall PLUS","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted, Unpaid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Summer enrolled","Direct loans and PELL enrolled summer","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Summer Direct Loans Summary","N",,"N"
"FAISMGR","FREEMAND","Summer enrolled","Direct loans enrolled summer","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Summer Direct Loans Summary","N",,"N"
"FAISMGR","FREEMAND","Summer enrolled","Data for Summer loan query","Financial Aid.Loans","Direct Loan Analysis","CSV Report","Summer Loan Report","N",,"N"
"FAISMGR","FREEMAND","Vicki-Loan reports","Enrolled Students BY FUND -single row per student","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Vicki-Loan reports","Enrolled Students BY FUND -single row per student 2","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Vicki-Loan reports","LOANS-Accept <> Paid  Spring","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted, Unpaid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Vicki-Loan reports","LOANS-Accept <> Paid Fall","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Accepted, Unpaid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Vicki-Loan reports","Enrolled Students BY FUND -single row per students  Unaccepted Offers","Financial Aid.Loans","Direct Loan Analysis","Crosstab","Unaccepted, Offered Awards Summary","N",,"N"
"SATURN","COMP","Housing Room Information","All Dorms","Student.Housing","Dorm Descriptions","CSV Report","Dorm Descriptions Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Attempted TERM credits-TERM GPA","Financial Aid.Academic Progress","Earned Credits Analysis","CSV Report","All Credits Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Attempted-Earned Credits-GPA","Financial Aid.Academic Progress","Earned Credits Analysis","CSV Report","All Credits Report - Most Recent Term","N",,"N"
"FAISMGR","FREEMAND","SAP","Attempted-earned credits-GPA -INCLUDES transfer credits","Financial Aid.Academic Progress","Earned Credits Analysis","CSV Report","Earned Credits Report","N",,"N"
"PAYROLL","COMP","Student Earnings Report","Student Earnings Detail by Month","Payroll.Monthly Reports.PEIJTOT Earning Reports","Employee Earning Analysis - by Month","CSV Report","Student Earnings Detail Report","N",,"N"
"PAYROLL","COMP","Student Earnings Report","Student Earnings Summary by Month","Payroll.Monthly Reports.PEIJTOT Earning Reports","Employee Earning Analysis - by Month","OLAP Cube",,"N",,"N"
"PAYROLL","COMP","Student Earnings Report","Student Earn by Year-Pay Period","Payroll.Monthly Reports.PEIJTOT Earning Reports","Employee Earning Analysis - by Pay Period","CSV Report","Student Earnings Detail Report","N",,"N"
"PAYROLL","COMP","Student Earnings Report","Student Earn by Year-Pay-Eclass","Payroll.Monthly Reports.PEIJTOT Earning Reports","Employee Earning Analysis - by Pay Period","CSV Report","Student Earnings Detail Report","N",,"N"
,,,,,"Employee Secondary Job Labor Distributions DRAFT",,,"N",,"N"
"FAISMGR","FREEMAND","EOF","All EOF Students-ALL AID-crosstab","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Awards Summary - by Year","N",,"N"
"FAISMGR","FREEMAND","EOF","EOF-ALL AID awarded 2","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with All Accepted Awards","N",,"N"
"FAISMGR","FREEMAND","EOF","Freshmen-EOF -Type of LOAN","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Loans Summary","N",,"N"
"FAISMGR","FREEMAND","EOF","Junior EOF -Type of LOAN","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Loans Summary","N",,"N"
"FAISMGR","FREEMAND","EOF","Soph EOF-Tupe of LOAN","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Loans Summary","N",,"N"
"FAISMGR","FREEMAND","EOF","Stockton Award awarded - overcost worksheet","Financial Aid.EOF Program","EOF Analysis","CSV Report","Stockton Award Report - Overcost","N",,"N"
"FAISMGR","FREEMAND","EOF","EOF Students -  All aid- table","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with Accepted Loans","N",,"N"
"FAISMGR","FREEMAND","EOF","Freshmen-EOF -Average LOAN - Total LOAN","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with Accepted Loans","N",,"N"
"FAISMGR","FREEMAND","EOF","Junior-EOF-Average LOAN - Total LOAN","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with Accepted Loans","N",,"N"
"FAISMGR","FREEMAND","EOF","Senior-EOF -Average LOAN - Total LOAN","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with Accepted Loans","N",,"N"
"FAISMGR","FREEMAND","EOF","Soph-EOF -Average LOAN - Total LOAN","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with Accepted Loans","N",,"N"
"FAISMGR","FREEMAND","EOF","Freshmen-EOF-ALL AID","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Awards Summary - by Year","N",,"N"
"FAISMGR","FREEMAND","EOF","Junior-EOF-ALL AID","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Awards Summary - by Year","N",,"N"
"FAISMGR","FREEMAND","EOF","Senior-EOF-ALL AID","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Awards Summary - by Year","N",,"N"
"FAISMGR","FREEMAND","EOF","Soph-EOF-ALL AID","Financial Aid.EOF Program","EOF Analysis","Crosstab","Accepted Awards Summary - by Year","N",,"N"
"COMP","COMP","Adjuncts","Adj Instr Assign Wrkld","Faculty.Workload","Adjunct Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"COMP","COMP","Adjuncts","Course - Workload - Position","Faculty.Workload","Adjunct Workload Analysis","CSV Report","Instructional Workload Report","N",,"N"
"SATURN","COMP","Course Audit Reports","Distance Instructional Method wrong Section Indicator","Student.Courses","Course Catalog Analysis","CSV Report","Courses with Wrong Section Report","N",,"N"
"SATURN","COMP","Course Audit Reports","Section Number Indicated Distance, Wrong Inst Method","Student.Courses","Course Catalog Analysis","CSV Report","Courses with Wrong Section Report","N",,"N"
"COMP","COMP","Adjuncts","Adj HR Positions","Faculty.Workload","Adjunct Workload Analysis","CSV Report","Positions Report - ADJ1-ADJ16","N",,"N"
"COMP","COMP","Adjuncts","Adjuncts by Term(ADJ1 thru ADJ16)","Faculty.Workload","Adjunct Workload Analysis","CSV Report","Positions Report - ADJ1-ADJ16","N",,"N"
"SATURN","COMP","Adjunct Faculty teaching in Multiple schools","By Term","Faculty","Faculty Attribute Analysis","CSV Report","Adjunct Faculty Teaching in Multiple Schools Report","N",,"N"
"SATURN","COMP","Faculty Changed Departments","Term Compare","Faculty","Faculty Attribute Analysis","CSV Report","Department Change Report","N",,"N"
"COMP","COMP","Dual Credit High School - Real Time","Faculty by Attribute(s)","Faculty","Faculty Attribute Analysis","CSV Report","Faculty by Attributes Report","N",,"N"
"FAISMGR","FREEMAND","FWS","FWS  offered-accepted-paid","Financial Aid","Federal Work Study Analysis","CSV Report","Accepted Awards Report","N",,"N"
"FAISMGR","FREEMAND","FWS","FWS list for Supervisors","Financial Aid","Federal Work Study Analysis","CSV Report","Accepted Awards Report - with Email","N",,"N"
"FAISMGR","FREEMAND","FWS","E-mail addresses-FWS  accepted","Financial Aid","Federal Work Study Analysis","Crosstab","Accepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","FWS","FWS  who have been paid","Financial Aid","Federal Work Study Analysis","CSV Report","Accepted, Paid Awards Report","N",,"N"
"FAISMGR","FREEMAND","FWS","FWS  who have been paid 2","Financial Aid","Federal Work Study Analysis","Crosstab","Accepted, Paid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","FWS","Verification Not Complete","Financial Aid","Federal Work Study Analysis","CSV Report","Incomplete Verification Report","N",,"N"
"FAISMGR","FREEMAND","FWS","Pay rate","Financial Aid","Federal Work Study Analysis","CSV Report","Pay Rate Report","N",,"N"
"FAISMGR","FREEMAND","FWS","Placement","Financial Aid","Federal Work Study Analysis","CSV Report","Placement Report","N",,"N"
"FAISMGR","FREEMAND","FWS","Placement - by group","Financial Aid","Federal Work Study Analysis","CSV Report","Placement Report","N",,"N"
"FAISMGR","FREEMAND","FWS","Position Number","Financial Aid","Federal Work Study Analysis","CSV Report","Position Number Report","N",,"N"
"FAISMGR","FREEMAND","FWS","FWS not  accepted","Financial Aid","Federal Work Study Analysis","Crosstab","Unaccepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","FWS","Paid to date","Financial Aid","Federal Work Study Analysis","Crosstab","Unpaid Amounts Summary","N",,"N"
"FAISMGR","FREEMAND","FWS","Remaining to be paid","Financial Aid","Federal Work Study Analysis","Crosstab","Unpaid Amounts Summary","N",,"N"
"FAISMGR","FREEMAND","CHE-Commission on Higher Education","Undergraduated receiving aid","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","CHE-Commission on Higher Education","Undergraduates receiving intitutional aid","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","CHE-Commission on Higher Education","Undergraduates receiving NON- institutional iad","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","CHE-Commission on Higher Education","Types of Institutional Aid","Financial Aid","Financial Aid Analysis","MultiColumn ListBox","Fund Codes","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND - BY Term","Financial Aid","Financial Aid Analysis","Crosstab","Acceped Awards Summary - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND -crosstab-aggregate data","Financial Aid","Financial Aid Analysis","Crosstab","Acceped Awards Summary - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND -single row -State reconciliation","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND -single row per student 2","Financial Aid","Financial Aid Analysis","CSV Report","Accepted Awards Report - by Term - by Class","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Historical Fund Data","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - by Aid Year","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Awards not PAID","Financial Aid","Financial Aid Analysis","CSV Report","Accepted, Unpaid Awards Report - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Award YEAR Accept <> Award YEAR Paid","Financial Aid","Financial Aid Analysis","CSV Report","Accepted, Unpaid Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Accept <> Paid","Financial Aid","Financial Aid Analysis","Crosstab","Accepted, Unpaid Awards Summary - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Accept <> Paid  by TERM - all students-enrolled-not enrolled","Financial Aid","Financial Aid Analysis","Crosstab","Accepted, Unpaid Awards Summary - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Awards by Year","Financial Aid","Financial Aid Analysis","CSV Report","Awards Report - by Year ","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Memo'd amount >0","Financial Aid","Financial Aid Analysis","CSV Report","Memo Amounts Report - by Year","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","NOT Enrolled Students BY FUND - BY Term","Financial Aid","Financial Aid Analysis","Crosstab","Non-Enrolled Students Summary - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Awards Paid","Financial Aid","Financial Aid Analysis","CSV Report","Paid Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Paid is NULL-all students-enrolled and not enrolled","Financial Aid","Financial Aid Analysis","Crosstab","Paid Is Null - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND -unaccepted offers","Financial Aid","Financial Aid Analysis","CSV Report","Unaccepted Offers Report - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND -unaccepted offers  with ALL e-mail addresses","Financial Aid","Financial Aid Analysis","CSV Report","Unaccepted Offers Report - by Term - with Email","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Enrolled Students BY FUND -unnaccepted offers crosstab","Financial Aid","Financial Aid Analysis","Crosstab","Unaccepted Offers Summary - by Term","N",,"N"
"FAISMGR","FREEMAND","Enrolled Student Fund Information","Offer<>Accept- all students-enrolled and not enrolled","Financial Aid","Financial Aid Analysis","Crosstab","Unaccepted Offers Summary - by Term","N",,"N"
"FAISMGR","COMP","Fund Reconciliation by Date","Fund Reconciliation ","Financial Aid","Financial Aid Analysis","CSV Report","Fund Reconciliation Report - by Term","N",,"N"
"FAISMGR","COMP","Fund Reconciliation by Date","Fund Reconciliation by Date","Financial Aid","Financial Aid Analysis","CSV Report","Fund Reconciliation Report - by Term","N",,"N"
"FAISMGR","COMP","Loan Reconciliation ","ALL LOANS RECONCILE FINAID","Financial Aid","Financial Aid Analysis","CSV Report","Loan Reconciliation Report","N",,"N"
"FAISMGR","FREEMAND","SAP","EOF students ","Financial Aid","Financial Aid Analysis","Extract Report","EOF Students Report","N",,"N"
"FAISMGR","FREEMAND","SAP","EOF student -User defined field = Y","Financial Aid","Financial Aid Analysis","Extract Report","EOF Students Report - All Funds","N",,"N"
"FAISMGR","FREEMAND","SAP","Federal or State recipients only","Financial Aid","Financial Aid Analysis","Crosstab Report","Federal & State Recipients Crosstab Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Probation review-Credits earned and GPA","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Probation Review Report","N",,"N"
"FAISMGR","FREEMAND","EOF","List FRESHMEN EOF","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Crosstab Report - by Term","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","Verified students","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Verified Students Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Attempted-180 to 192 credits - Fall only eligibility","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Attempted 180 to 192 Credits Report - Fall Review","N",,"N"
"FAISMGR","FREEMAND","SAP","Attempt <21","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Attempted Less Than 21 Credits Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Attempted-192 credits - Spring review","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Attempted Over 192 Credits Report - Spring Review","N",,"N"
"FAISMGR","FREEMAND","SAP","Cum SAP 4","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Cumulative SAP 4 Codes Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Cum SAP 8","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Cumulative SAP 8 Codes Report","N",,"N"
"FAISMGR","FREEMAND","SAP","1.5","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","SAP 150% Report","N",,"N"
"FAISMGR","FREEMAND","SAP","No SAP-Graduate Students","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","No SAP Report - Grads","N",,"N"
"FAISMGR","FREEMAND","SAP","No SAP-Undergrads","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","No SAP Report - Undergrads","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Accept Award <> Bursar Total","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","Accepted Award <> Deposit Report","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Accept Award <> Bursar Total 2","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","Accepted Award <> Deposit Report","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","All students -By Detail code","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","Crosstab","All Students - Summary","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","All students -Detail 2","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","Crosstab","All Students - Summary","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","All students","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","All Students Report","N",,"N"
